food_id,food_name,food_group,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,serving_size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category,allergy_list,contains_milk,contains_egg,contains_peanut,contains_tree_nut,contains_soy,contains_wheat,contains_fish,contains_shellfish,contains_gluten,contains_sesame,protein_g_normalized,fat_g_normalized,carb_g_normalized,protein_kcal,fat_kcal,carb_kcal,protein_pct,fat_pct,carb_pct
1226,grilled shrimp and brown rice,non-vegetarian,330.0,40.0,25.0,10.0,2.0,4.0,90.0,meat,north india,100,dinner,0.0758,1.09,80.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.4914269107823407,0.2753623188405797,0.5205479452054794,100.0,90.0,160.0,28.57,25.71,45.71
1227,vegetable lentil soup,vegetarian,210.0,35.0,10.0,6.0,3.0,7.0,0.0,gluten,south india,100,soup,0.0476,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1862830572517451,0.15942028985507245,0.4520547945205479,40.0,54.0,140.0,17.09,23.08,59.83
1228,paneer and spinach curry,vegetarian,300.0,25.0,18.0,18.0,5.0,6.0,40.0,gluten,gujarat,100,lunch,0.06,1.08,75.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.5072463768115942,0.3150684931506849,72.0,162.0,100.0,21.56,48.5,29.94
1229,chicken and quinoa salad,non-vegetarian,350.0,25.0,30.0,15.0,3.0,5.0,75.0,meat,north india,100,lunch,0.0857,1.09,80.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.42028985507246375,0.3150684931506849,120.0,135.0,100.0,33.8,38.03,28.17
1230,grilled vegetable skewers,vegetarian,150.0,30.0,6.0,4.0,3.0,5.0,0.0,gluten,south india,100,side dish,0.04,1.06,55.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.10491136297691961,0.10144927536231885,0.3835616438356164,24.0,36.0,120.0,13.33,20.0,66.67
1231,grilled fish with roasted veggies,non-vegetarian,250.0,20.0,25.0,12.0,2.0,5.0,75.0,fish,gujarat,100,dinner,0.1,1.08,75.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.4914269107823407,0.3333333333333333,0.2465753424657534,100.0,108.0,80.0,34.72,37.5,27.78
1232,grilled lamb with veggies,non-vegetarian,350.0,20.0,30.0,18.0,0.0,6.0,80.0,meat,north india,100,dinner,0.0857,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.5072463768115942,0.2465753424657534,120.0,162.0,80.0,33.15,44.75,22.1
1233,stuffed bell peppers,vegetarian,200.0,40.0,8.0,3.0,4.0,6.0,0.0,gluten,south india,100,lunch,0.04,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14559721011433235,0.07246376811594203,0.5205479452054794,32.0,27.0,160.0,14.61,12.33,73.06
1234,spicy baked fish,non-vegetarian,280.0,10.0,25.0,15.0,1.0,5.0,75.0,fish,gujarat,100,dinner,0.0893,1.08,75.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.4914269107823407,0.42028985507246375,0.1095890410958904,100.0,135.0,40.0,36.36,49.09,14.55
1235,tofu and vegetable stir fry,vegetarian,220.0,25.0,15.0,10.0,4.0,7.0,0.0,gluten,north india,100,dinner,0.0682,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.2753623188405797,0.3150684931506849,60.0,90.0,100.0,24.0,36.0,40.0
1236,masoor dal with rice,vegetarian,300.0,45.0,15.0,6.0,5.0,8.0,0.0,gluten,south india,100,lunch,0.05,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.15942028985507245,0.589041095890411,60.0,54.0,180.0,20.41,18.37,61.22
1237,chicken breast with roasted sweet potato,non-vegetarian,350.0,40.0,30.0,12.0,2.0,6.0,70.0,meat,gujarat,100,dinner,0.0857,1.09,80.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.3333333333333333,0.5205479452054794,120.0,108.0,160.0,30.93,27.84,41.24
1238,grilled veggie and hummus wrap,vegetarian,250.0,35.0,10.0,8.0,3.0,6.0,0.0,gluten,north india,100,lunch,0.04,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1862830572517451,0.21739130434782608,0.4520547945205479,40.0,72.0,140.0,15.87,28.57,55.56
1239,vegetable and chicken soup,non-vegetarian,220.0,25.0,18.0,8.0,3.0,7.0,0.0,meat,south india,100,soup,0.0818,1.07,60.0,4,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.3490264458013961,0.21739130434782608,0.3150684931506849,72.0,72.0,100.0,29.51,29.51,40.98
1240,grilled paneer tikka,vegetarian,290.0,15.0,25.0,18.0,5.0,4.0,30.0,gluten,gujarat,100,side dish,0.0862,1.08,70.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.4914269107823407,0.5072463768115942,0.1780821917808219,100.0,162.0,60.0,31.06,50.31,18.63
1241,spicy lentil stew,vegetarian,230.0,40.0,12.0,7.0,3.0,7.0,0.0,gluten,north india,100,soup,0.0522,1.07,55.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.18840579710144928,0.5205479452054794,48.0,63.0,160.0,17.71,23.25,59.04
1242,vegetable frittata,vegetarian,240.0,15.0,20.0,14.0,2.0,5.0,60.0,gluten,south india,100,breakfast,0.0833,1.07,70.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3897122929388088,0.391304347826087,0.1780821917808219,80.0,126.0,60.0,30.08,47.37,22.56
1243,tofu and mango salad,vegetarian,270.0,35.0,12.0,14.0,6.0,8.0,0.0,gluten,gujarat,100,lunch,0.0444,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.391304347826087,0.4520547945205479,48.0,126.0,140.0,15.29,40.13,44.59
1244,grilled salmon with avocado salsa,non-vegetarian,340.0,12.0,28.0,20.0,2.0,5.0,75.0,fish,north india,100,dinner,0.0824,1.1,80.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.5524556814884598,0.5652173913043479,0.136986301369863,112.0,180.0,48.0,32.94,52.94,14.12
1245,quinoa and roasted vegetable bowl,vegetarian,260.0,40.0,8.0,7.0,4.0,6.0,0.0,gluten,south india,100,lunch,0.0308,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14559721011433235,0.18840579710144928,0.5205479452054794,32.0,63.0,160.0,12.55,24.71,62.75
1246,roasted chicken with sweet potato mash,non-vegetarian,350.0,35.0,30.0,15.0,4.0,8.0,70.0,meat,gujarat,100,dinner,0.0857,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.42028985507246375,0.4520547945205479,120.0,135.0,140.0,30.38,34.18,35.44
1247,vegetable and lentil wrap,vegetarian,270.0,45.0,12.0,8.0,3.0,7.0,0.0,gluten,north india,100,lunch,0.0444,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.21739130434782608,0.589041095890411,48.0,72.0,180.0,16.0,24.0,60.0
1248,chicken caesar salad,non-vegetarian,300.0,15.0,25.0,18.0,4.0,7.0,80.0,meat,south india,100,lunch,0.0833,1.08,70.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.4914269107823407,0.5072463768115942,0.1780821917808219,100.0,162.0,60.0,31.06,50.31,18.63
1249,stuffed zucchini with feta,vegetarian,220.0,20.0,12.0,12.0,3.0,6.0,0.0,gluten,gujarat,100,side dish,0.0545,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.3333333333333333,0.2465753424657534,48.0,108.0,80.0,20.34,45.76,33.9
1250,chicken stir fry with veggies,non-vegetarian,330.0,30.0,25.0,15.0,3.0,6.0,70.0,meat,north india,100,dinner,0.0758,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.4914269107823407,0.42028985507246375,0.3835616438356164,100.0,135.0,120.0,28.17,38.03,33.8
1251,baked falafel with tahini sauce,vegetarian,280.0,35.0,12.0,10.0,5.0,7.0,0.0,gluten,south india,100,lunch,0.0429,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.2753623188405797,0.4520547945205479,48.0,90.0,140.0,17.27,32.37,50.36
1252,grilled fish with couscous,non-vegetarian,300.0,35.0,25.0,10.0,2.0,5.0,80.0,fish,gujarat,100,dinner,0.0833,1.08,75.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.4914269107823407,0.2753623188405797,0.4520547945205479,100.0,90.0,140.0,30.3,27.27,42.42
1253,tofu and vegetable stir fry,vegetarian,250.0,30.0,15.0,10.0,4.0,7.0,0.0,gluten,north india,100,dinner,0.06,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.2753623188405797,0.3835616438356164,60.0,90.0,120.0,22.22,33.33,44.44
1254,grilled eggplant with pesto,vegetarian,220.0,18.0,8.0,14.0,4.0,5.0,0.0,gluten,south india,100,side dish,0.0364,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.14559721011433235,0.391304347826087,0.2191780821917808,32.0,126.0,72.0,13.91,54.78,31.3
1255,grilled chicken with veggie quinoa,non-vegetarian,330.0,40.0,25.0,15.0,4.0,6.0,75.0,meat,gujarat,100,dinner,0.0758,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.4914269107823407,0.42028985507246375,0.5205479452054794,100.0,135.0,160.0,25.32,34.18,40.51
1256,masala chana with brown rice,vegetarian,320.0,50.0,15.0,8.0,6.0,7.0,0.0,gluten,north india,100,lunch,0.0469,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.21739130434782608,0.6575342465753424,60.0,72.0,200.0,18.07,21.69,60.24
1257,spicy roasted chickpeas,vegetarian,200.0,30.0,10.0,8.0,3.0,7.0,0.0,gluten,south india,100,side dish,0.05,1.06,55.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1862830572517451,0.21739130434782608,0.3835616438356164,40.0,72.0,120.0,17.24,31.03,51.72
1258,grilled paneer with spinach,vegetarian,290.0,12.0,22.0,18.0,4.0,6.0,30.0,gluten,gujarat,100,side dish,0.0759,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.43039814007622157,0.5072463768115942,0.136986301369863,88.0,162.0,48.0,29.53,54.36,16.11
1259,beef stir fry with veggies,non-vegetarian,350.0,20.0,30.0,15.0,2.0,6.0,80.0,meat,north india,100,dinner,0.0857,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.42028985507246375,0.2465753424657534,120.0,135.0,80.0,35.82,40.3,23.88
1260,grilled zucchini with yogurt sauce,vegetarian,170.0,15.0,6.0,10.0,3.0,4.0,0.0,gluten,south india,100,side dish,0.0353,1.06,55.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.10491136297691961,0.2753623188405797,0.1780821917808219,24.0,90.0,60.0,13.79,51.72,34.48
1261,tofu and cauliflower stir fry,vegetarian,230.0,18.0,18.0,12.0,4.0,6.0,0.0,gluten,gujarat,100,dinner,0.0783,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.3333333333333333,0.2191780821917808,72.0,108.0,72.0,28.57,42.86,28.57
1262,grilled chicken with sweet potato,non-vegetarian,320.0,35.0,30.0,14.0,3.0,7.0,70.0,meat,north india,100,dinner,0.0938,1.09,80.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.391304347826087,0.4520547945205479,120.0,126.0,140.0,31.09,32.64,36.27
1263,vegetable stir fry with tofu,vegetarian,250.0,30.0,15.0,12.0,5.0,7.0,0.0,gluten,south india,100,dinner,0.06,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.3333333333333333,0.3835616438356164,60.0,108.0,120.0,20.83,37.5,41.67
1264,grilled turkey with veggies,non-vegetarian,330.0,25.0,30.0,12.0,4.0,5.0,75.0,meat,gujarat,100,dinner,0.0909,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.3333333333333333,0.3150684931506849,120.0,108.0,100.0,36.59,32.93,30.49
1265,chickpea and vegetable curry,vegetarian,280.0,45.0,12.0,8.0,4.0,6.0,0.0,gluten,north india,100,lunch,0.0429,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.21739130434782608,0.589041095890411,48.0,72.0,180.0,16.0,24.0,60.0
1266,chickpea and spinach soup,vegetarian,250.0,40.0,12.0,6.0,4.0,8.0,0.0,gluten,south india,100,soup,0.048,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.15942028985507245,0.5205479452054794,48.0,54.0,160.0,18.32,20.61,61.07
1267,grilled paneer with vegetable quinoa,vegetarian,300.0,35.0,18.0,14.0,3.0,7.0,0.0,gluten,gujarat,100,dinner,0.06,1.08,70.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.391304347826087,0.4520547945205479,72.0,126.0,140.0,21.3,37.28,41.42
1268,chicken tikka with cauliflower rice,non-vegetarian,350.0,20.0,30.0,18.0,2.0,6.0,80.0,meat,north india,100,dinner,0.0857,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.5072463768115942,0.2465753424657534,120.0,162.0,80.0,33.15,44.75,22.1
1269,vegetable and quinoa stuffed peppers,vegetarian,240.0,45.0,12.0,6.0,4.0,8.0,0.0,gluten,south india,100,lunch,0.05,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.15942028985507245,0.589041095890411,48.0,54.0,180.0,17.02,19.15,63.83
1270,grilled fish with avocado salad,non-vegetarian,320.0,15.0,30.0,18.0,2.0,5.0,75.0,fish,gujarat,100,dinner,0.0938,1.09,80.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.5931415286258725,0.5072463768115942,0.1780821917808219,120.0,162.0,60.0,35.09,47.37,17.54
1271,roasted chicken with roasted vegetables,non-vegetarian,360.0,30.0,35.0,20.0,3.0,7.0,80.0,meat,north india,100,dinner,0.0972,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.6948561464694044,0.5652173913043479,0.3835616438356164,140.0,180.0,120.0,31.82,40.91,27.27
1272,lentil and avocado salad,vegetarian,290.0,40.0,14.0,10.0,5.0,7.0,0.0,gluten,south india,100,lunch,0.0483,1.07,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.2676547515265706,0.2753623188405797,0.5205479452054794,56.0,90.0,160.0,18.3,29.41,52.29
1273,chicken and vegetable skewers,non-vegetarian,310.0,30.0,28.0,12.0,3.0,6.0,75.0,meat,gujarat,100,dinner,0.0903,1.09,80.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5524556814884598,0.3333333333333333,0.3835616438356164,112.0,108.0,120.0,32.94,31.76,35.29
1274,vegetable and tofu stir fry,vegetarian,240.0,35.0,15.0,9.0,4.0,8.0,0.0,gluten,north india,100,dinner,0.0625,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.24637681159420288,0.4520547945205479,60.0,81.0,140.0,21.35,28.83,49.82
1275,chana masala with rice,vegetarian,350.0,50.0,15.0,8.0,5.0,8.0,0.0,gluten,south india,100,lunch,0.0429,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.21739130434782608,0.6575342465753424,60.0,72.0,200.0,18.07,21.69,60.24
1276,grilled chicken with roasted sweet potato,non-vegetarian,320.0,35.0,30.0,12.0,3.0,7.0,70.0,meat,gujarat,100,dinner,0.0938,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.3333333333333333,0.4520547945205479,120.0,108.0,140.0,32.61,29.35,38.04
1277,grilled fish with veggie couscous,non-vegetarian,320.0,40.0,25.0,12.0,3.0,6.0,80.0,fish,north india,100,dinner,0.0781,1.09,75.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.4914269107823407,0.3333333333333333,0.5205479452054794,100.0,108.0,160.0,27.17,29.35,43.48
1278,vegetable and hummus wrap,vegetarian,220.0,30.0,10.0,8.0,3.0,6.0,0.0,gluten,south india,100,lunch,0.0455,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1862830572517451,0.21739130434782608,0.3835616438356164,40.0,72.0,120.0,17.24,31.03,51.72
1279,grilled lamb with quinoa,non-vegetarian,380.0,30.0,30.0,22.0,3.0,7.0,85.0,meat,gujarat,100,dinner,0.0789,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.6231884057971016,0.3835616438356164,120.0,198.0,120.0,27.4,45.21,27.4
1280,paneer and vegetable curry,vegetarian,300.0,20.0,18.0,18.0,5.0,6.0,40.0,gluten,north india,100,lunch,0.06,1.08,70.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.5072463768115942,0.2465753424657534,72.0,162.0,80.0,22.93,51.59,25.48
1281,vegetable and brown rice stir fry,vegetarian,270.0,45.0,12.0,6.0,4.0,8.0,0.0,gluten,south india,100,lunch,0.0444,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.15942028985507245,0.589041095890411,48.0,54.0,180.0,17.02,19.15,63.83
1282,chicken and cauliflower rice bowl,non-vegetarian,330.0,25.0,30.0,15.0,3.0,6.0,70.0,meat,gujarat,100,dinner,0.0909,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.42028985507246375,0.3150684931506849,120.0,135.0,100.0,33.8,38.03,28.17
1283,vegetable lentil soup with quinoa,vegetarian,290.0,45.0,15.0,8.0,5.0,7.0,0.0,gluten,north india,100,soup,0.0517,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.21739130434782608,0.589041095890411,60.0,72.0,180.0,19.23,23.08,57.69
1284,grilled tofu with avocado salad,vegetarian,280.0,35.0,14.0,14.0,4.0,7.0,0.0,gluten,south india,100,lunch,0.05,1.07,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.2676547515265706,0.391304347826087,0.4520547945205479,56.0,126.0,140.0,17.39,39.13,43.48
1285,beef and veggie stir fry,non-vegetarian,350.0,30.0,30.0,15.0,2.0,6.0,85.0,meat,gujarat,100,dinner,0.0857,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.42028985507246375,0.3835616438356164,120.0,135.0,120.0,32.0,36.0,32.0
1286,lentil and spinach curry,vegetarian,230.0,40.0,15.0,5.0,4.0,8.0,0.0,gluten,north india,100,lunch,0.0652,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.28799767509527696,0.13043478260869565,0.5205479452054794,60.0,45.0,160.0,22.64,16.98,60.38
1287,vegetable and paneer wrap,vegetarian,290.0,35.0,18.0,14.0,3.0,7.0,0.0,gluten,south india,100,lunch,0.0621,1.07,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.391304347826087,0.4520547945205479,72.0,126.0,140.0,21.3,37.28,41.42
1288,chicken and spinach salad,non-vegetarian,310.0,15.0,28.0,18.0,3.0,5.0,80.0,meat,gujarat,100,lunch,0.0903,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5524556814884598,0.5072463768115942,0.1780821917808219,112.0,162.0,60.0,33.53,48.5,17.96
1289,grilled salmon with roasted sweet potato,non-vegetarian,350.0,30.0,28.0,18.0,3.0,7.0,90.0,fish,north india,100,dinner,0.08,1.09,75.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.5524556814884598,0.5072463768115942,0.3835616438356164,112.0,162.0,120.0,28.43,41.12,30.46
1290,vegetable biryani with raita,vegetarian,320.0,50.0,10.0,8.0,4.0,7.0,0.0,gluten,south india,100,lunch,0.0313,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.1862830572517451,0.21739130434782608,0.6575342465753424,40.0,72.0,200.0,12.82,23.08,64.1
1291,grilled turkey with veggies,non-vegetarian,330.0,35.0,28.0,12.0,3.0,6.0,75.0,meat,gujarat,100,dinner,0.0848,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5524556814884598,0.3333333333333333,0.4520547945205479,112.0,108.0,140.0,31.11,30.0,38.89
1292,spicy grilled chicken salad,non-vegetarian,330.0,20.0,30.0,15.0,2.0,7.0,75.0,meat,north india,100,lunch,0.0909,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.42028985507246375,0.2465753424657534,120.0,135.0,80.0,35.82,40.3,23.88
1293,lentil and vegetable stew,vegetarian,250.0,45.0,12.0,6.0,3.0,7.0,0.0,gluten,south india,100,soup,0.048,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.15942028985507245,0.589041095890411,48.0,54.0,180.0,17.02,19.15,63.83
1294,chicken and mushroom stir fry,non-vegetarian,320.0,30.0,28.0,14.0,3.0,6.0,75.0,meat,gujarat,100,dinner,0.0875,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5524556814884598,0.391304347826087,0.3835616438356164,112.0,126.0,120.0,31.28,35.2,33.52
1295,vegetable and paneer stir fry,vegetarian,270.0,30.0,18.0,12.0,4.0,7.0,30.0,gluten,north india,100,dinner,0.0667,1.08,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.3333333333333333,0.3835616438356164,72.0,108.0,120.0,24.0,36.0,40.0
1296,tofu and broccoli stir fry,vegetarian,240.0,25.0,18.0,12.0,4.0,7.0,0.0,gluten,south india,100,dinner,0.075,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.3333333333333333,0.3150684931506849,72.0,108.0,100.0,25.71,38.57,35.71
1297,spicy grilled fish with vegetables,non-vegetarian,320.0,25.0,28.0,15.0,2.0,5.0,75.0,fish,gujarat,100,dinner,0.0875,1.09,75.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.5524556814884598,0.42028985507246375,0.3150684931506849,112.0,135.0,100.0,32.28,38.9,28.82
1298,chickpea and spinach stir fry,vegetarian,230.0,35.0,12.0,8.0,4.0,7.0,0.0,gluten,north india,100,dinner,0.0522,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.21739130434782608,0.4520547945205479,48.0,72.0,140.0,18.46,27.69,53.85
1299,quinoa and vegetable patties,vegetarian,270.0,45.0,12.0,8.0,3.0,7.0,0.0,gluten,south india,100,lunch,0.0444,1.07,60.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.21739130434782608,0.589041095890411,48.0,72.0,180.0,16.0,24.0,60.0
1300,grilled chicken with roasted cauliflower,non-vegetarian,310.0,25.0,30.0,14.0,3.0,7.0,80.0,meat,gujarat,100,dinner,0.0968,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.391304347826087,0.3150684931506849,120.0,126.0,100.0,34.68,36.42,28.9
1301,grilled chicken with sweet potatoes,non-vegetarian,400.0,35.0,35.0,15.0,4.0,8.0,75.0,meat,north india,100,dinner,0.0875,1.08,80.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.6948561464694044,0.42028985507246375,0.4520547945205479,140.0,135.0,140.0,33.73,32.53,33.73
1302,tofu and spinach stir fry,vegetarian,270.0,25.0,18.0,10.0,3.0,7.0,0.0,gluten,south india,100,dinner,0.0667,1.07,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3490264458013961,0.2753623188405797,0.3150684931506849,72.0,90.0,100.0,27.48,34.35,38.17
1303,chicken and quinoa salad,non-vegetarian,350.0,40.0,30.0,12.0,3.0,6.0,80.0,meat,gujarat,100,lunch,0.0857,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.5931415286258725,0.3333333333333333,0.5205479452054794,120.0,108.0,160.0,30.93,27.84,41.24
1304,paneer and vegetable tikka,vegetarian,320.0,35.0,20.0,15.0,4.0,7.0,40.0,gluten,rajasthan,100,dinner,0.0625,1.07,70.0,2,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.3897122929388088,0.42028985507246375,0.4520547945205479,80.0,135.0,140.0,22.54,38.03,39.44
1305,masala chicken with rice,non-vegetarian,420.0,45.0,38.0,18.0,5.0,6.0,80.0,meat,pan-india,100,lunch,0.0905,1.08,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.7558849171755235,0.5072463768115942,0.589041095890411,152.0,162.0,180.0,30.77,32.79,36.44
1306,grilled fish with mixed vegetables,non-vegetarian,350.0,30.0,30.0,12.0,3.0,7.0,85.0,fish,west bengal,100,dinner,0.0857,1.09,80.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.5931415286258725,0.3333333333333333,0.3835616438356164,120.0,108.0,120.0,34.48,31.03,34.48
1307,lentil and vegetable stew,vegetarian,250.0,45.0,12.0,6.0,3.0,8.0,0.0,gluten,maharashtra,100,soup,0.048,1.07,60.0,4,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.15942028985507245,0.589041095890411,48.0,54.0,180.0,17.02,19.15,63.83
1308,vegetable biryani with yogurt,vegetarian,300.0,50.0,12.0,8.0,4.0,7.0,0.0,gluten,west india,100,lunch,0.04,1.07,65.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.22696890438915784,0.21739130434782608,0.6575342465753424,48.0,72.0,200.0,15.0,22.5,62.5
1309,grilled salmon with veggies,non-vegetarian,450.0,35.0,40.0,18.0,4.0,6.0,80.0,fish,north india,100,dinner,0.0889,1.09,80.0,1,Moderate,['fish'],False,False,False,False,False,False,True,False,False,False,0.7965707643129363,0.5072463768115942,0.4520547945205479,160.0,162.0,140.0,34.63,35.06,30.3
1310,chickpea and tofu salad,vegetarian,350.0,40.0,25.0,10.0,3.0,9.0,0.0,gluten,south india,100,lunch,0.0714,1.07,70.0,3,Moderate,['gluten'],False,False,False,False,False,False,False,False,True,False,0.4914269107823407,0.2753623188405797,0.5205479452054794,100.0,90.0,160.0,28.57,25.71,45.71
1311,chicken and brown rice bowl,non-vegetarian,400.0,40.0,35.0,14.0,5.0,6.0,75.0,meat,gujarat,100,dinner,0.0875,1.09,75.0,1,Moderate,['meat'],False,False,False,False,False,False,False,False,False,False,0.6948561464694044,0.391304347826087,0.5205479452054794,140.0,126.0,160.0,32.86,29.58,37.56
